model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot
MIA,train,NCI-H2170,50-149,102,85,17,-17,103,86
MIA,val,NCI-H2170,50-149,102,114,12,12,103,115
MIA,train,NCI-H2170,50-149,102,74,28,-28,103,75
MIA,val,NCI-H2170,50-149,102,83,19,-19,103,84
MIA,test,NCI-H2170,50-149,103,96,7,-7,104,97
MIA,val,NCI-H2170,50-149,103,98,5,-5,104,99
MIA,test,NCI-H2170,50-149,103,83,20,-20,104,84
MIA,val,NCI-H2170,50-149,103,110,7,7,104,111
MIA,train,NCI-H2170,50-149,103,105,2,2,104,106
MIA,train,NCI-H2170,50-149,103,82,21,-21,104,83
MIA,train,NCI-H2170,50-149,104,104,0,0,105,105
MIA,train,NCI-H2170,50-149,104,117,13,13,105,118
MIA,val,NCI-H2170,50-149,104,70,34,-34,105,71
MIA,train,NCI-H2170,50-149,105,110,5,5,106,111
MIA,train,NCI-H2170,50-149,105,134,29,29,106,135
MIA,val,NCI-H2170,50-149,105,81,24,-24,106,82
MIA,train,NCI-H2170,50-149,105,98,7,-7,106,99
MIA,train,NCI-H2170,50-149,105,58,47,-47,106,59
MIA,test,NCI-H2170,50-149,105,90,15,-15,106,91
MIA,train,SNU16,50-149,105,80,25,-25,106,81
MIA,train,NCI-H2170,50-149,106,105,1,-1,107,106
MIA,train,NCI-H2170,50-149,106,79,27,-27,107,80
MIA,train,NCI-H2170,50-149,106,62,44,-44,107,63
MIA,val,NCI-H2170,50-149,106,124,18,18,107,125
MIA,test,COLO320DM,50-149,107,80,27,-27,108,81
MIA,train,NCI-H2170,50-149,107,106,1,-1,108,107
MIA,val,NCI-H2170,50-149,107,36,71,-71,108,37
MIA,train,NCI-H2170,50-149,107,87,20,-20,108,88
MIA,train,NCI-H2170,50-149,107,105,2,-2,108,106
MIA,test,NCI-H2170,50-149,107,62,45,-45,108,63
MIA,train,NCI-H2170,50-149,107,46,61,-61,108,47
MIA,train,NCI-H2170,50-149,108,85,23,-23,109,86
MIA,val,NCI-H2170,50-149,108,77,31,-31,109,78
MIA,train,NCI-H2170,50-149,109,93,16,-16,110,94
MIA,train,NCI-H2170,50-149,109,113,4,4,110,114
MIA,train,NCI-H2170,50-149,109,65,44,-44,110,66
MIA,test,NCI-H2170,50-149,110,52,58,-58,111,53
MIA,val,NCI-H2170,50-149,110,106,4,-4,111,107
MIA,val,NCI-H2170,50-149,110,91,19,-19,111,92
MIA,train,NCI-H2170,50-149,110,71,39,-39,111,72
MIA,val,NCI-H2170,50-149,110,73,37,-37,111,74
MIA,train,NCI-H2170,50-149,110,69,41,-41,111,70
MIA,test,NCI-H716,50-149,110,77,33,-33,111,78
MIA,train,SNU16,50-149,110,16,94,-94,111,17
MIA,train,NCI-H2170,50-149,111,87,24,-24,112,88
MIA,train,NCI-H2170,50-149,111,104,7,-7,112,105
MIA,train,NCI-H2170,50-149,111,75,36,-36,112,76
MIA,train,NCI-H2170,50-149,111,94,17,-17,112,95
MIA,train,SNU16,50-149,111,86,25,-25,112,87
MIA,train,NCI-H2170,50-149,112,105,7,-7,113,106
MIA,train,NCI-H2170,50-149,112,121,9,9,113,122
MIA,train,SNU16,50-149,112,49,63,-63,113,50
MIA,train,NCI-H2170,50-149,113,145,32,32,114,146
MIA,val,NCI-H2170,50-149,113,123,10,10,114,124
MIA,train,NCI-H2170,50-149,114,62,52,-52,115,63
MIA,train,NCI-H2170,50-149,114,122,8,8,115,123
MIA,train,NCI-H2170,50-149,115,109,6,-6,116,110
MIA,train,NCI-H2170,50-149,115,106,9,-9,116,107
MIA,val,NCI-H2170,50-149,115,119,4,4,116,120
MIA,train,NCI-H2170,50-149,115,125,10,10,116,126
MIA,train,NCI-H2170,50-149,115,80,35,-35,116,81
MIA,train,NCI-H2170,50-149,115,94,21,-21,116,95
MIA,train,NCI-H2170,50-149,116,123,7,7,117,124
MIA,train,NCI-H2170,50-149,116,56,60,-60,117,57
MIA,test,NCI-H2170,50-149,116,112,4,-4,117,113
MIA,train,NCI-H2170,50-149,116,84,32,-32,117,85
MIA,train,NCI-H716,50-149,116,101,15,-15,117,102
MIA,train,NCI-H2170,50-149,117,117,0,0,118,118
MIA,train,NCI-H2170,50-149,117,112,5,-5,118,113
MIA,train,NCI-H2170,50-149,117,83,34,-34,118,84
MIA,train,NCI-H2170,50-149,118,44,74,-74,119,45
MIA,train,SNU16,50-149,118,26,92,-92,119,27
MIA,train,NCI-H2170,50-149,119,117,2,-2,120,118
MIA,train,NCI-H2170,50-149,119,69,50,-50,120,70
MIA,test,NCI-H2170,50-149,119,75,44,-44,120,76
MIA,train,NCI-H2170,50-149,119,162,43,43,120,163
MIA,train,NCI-H2170,50-149,120,117,3,-3,121,118
MIA,train,NCI-H2170,50-149,120,79,41,-41,121,80
MIA,train,NCI-H2170,50-149,120,75,45,-45,121,76
MIA,train,NCI-H716,50-149,120,52,68,-68,121,53
MIA,val,NCI-H2170,50-149,121,90,31,-31,122,91
MIA,train,NCI-H2170,50-149,121,106,15,-15,122,107
MIA,train,NCI-H2170,50-149,121,122,1,1,122,123
MIA,train,NCI-H2170,50-149,121,121,0,0,122,122
MIA,train,NCI-H2170,50-149,121,76,45,-45,122,77
MIA,train,NCI-H2170,50-149,122,123,1,1,123,124
MIA,train,NCI-H2170,50-149,122,121,1,-1,123,122
MIA,train,NCI-H2170,50-149,122,114,8,-8,123,115
MIA,train,NCI-H2170,50-149,122,85,37,-37,123,86
MIA,train,NCI-H2170,50-149,123,89,34,-34,124,90
MIA,train,NCI-H2170,50-149,123,78,45,-45,124,79
MIA,val,NCI-H2170,50-149,123,89,34,-34,124,90
MIA,val,NCI-H2170,50-149,123,90,33,-33,124,91
MIA,train,SNU16,50-149,123,133,10,10,124,134
MIA,train,NCI-H2170,50-149,124,119,5,-5,125,120
MIA,test,NCI-H2170,50-149,124,127,3,3,125,128
MIA,train,NCI-H2170,50-149,124,107,17,-17,125,108
MIA,train,NCI-H2170,50-149,124,119,5,-5,125,120
MIA,train,SNU16,50-149,124,30,94,-94,125,31
MIA,val,NCI-H2170,50-149,125,122,3,-3,126,123
MIA,train,NCI-H2170,50-149,125,110,15,-15,126,111
MIA,train,NCI-H2170,50-149,125,125,0,0,126,126
MIA,train,NCI-H2170,50-149,125,131,6,6,126,132
MIA,train,NCI-H2170,50-149,125,101,24,-24,126,102
MIA,train,NCI-H2170,50-149,125,72,53,-53,126,73
MIA,train,NCI-H2170,50-149,125,106,19,-19,126,107
MIA,test,SNU16,50-149,125,73,52,-52,126,74
MIA,train,NCI-H2170,50-149,126,133,7,7,127,134
MIA,test,NCI-H2170,50-149,126,124,2,-2,127,125
MIA,test,NCI-H2170,50-149,126,81,45,-45,127,82
MIA,train,NCI-H2170,50-149,127,124,3,-3,128,125
MIA,train,NCI-H2170,50-149,127,90,37,-37,128,91
MIA,train,NCI-H716,50-149,127,90,37,-37,128,91
MIA,train,NCI-H2170,50-149,128,155,27,27,129,156
MIA,train,NCI-H2170,50-149,128,123,5,-5,129,124
MIA,train,NCI-H2170,50-149,128,87,41,-41,129,88
MIA,train,NCI-H716,50-149,128,48,80,-80,129,49
MIA,val,NCI-H2170,50-149,129,154,25,25,130,155
MIA,train,NCI-H2170,50-149,129,69,60,-60,130,70
MIA,train,NCI-H716,50-149,129,140,11,11,130,141
MIA,train,NCI-H2170,50-149,130,113,17,-17,131,114
MIA,train,NCI-H2170,50-149,130,111,19,-19,131,112
MIA,train,NCI-H2170,50-149,130,139,9,9,131,140
MIA,train,NCI-H2170,50-149,131,115,16,-16,132,116
MIA,train,NCI-H2170,50-149,131,120,11,-11,132,121
MIA,train,NCI-H716,50-149,131,78,53,-53,132,79
MIA,train,NCI-H716,50-149,131,77,54,-54,132,78
MIA,train,NCI-H2170,50-149,132,160,28,28,133,161
MIA,train,NCI-H2170,50-149,132,155,23,23,133,156
MIA,train,NCI-H2170,50-149,132,87,45,-45,133,88
MIA,test,NCI-H2170,50-149,132,149,17,17,133,150
MIA,train,NCI-H2170,50-149,132,84,48,-48,133,85
MIA,train,NCI-H2170,50-149,132,97,35,-35,133,98
MIA,val,NCI-H716,50-149,132,111,21,-21,133,112
MIA,train,NCI-H716,50-149,132,130,2,-2,133,131
MIA,train,NCI-H716,50-149,132,65,67,-67,133,66
MIA,train,NCI-H2170,50-149,133,145,12,12,134,146
MIA,train,NCI-H2170,50-149,133,135,2,2,134,136
MIA,train,NCI-H2170,50-149,133,110,23,-23,134,111
MIA,train,NCI-H2170,50-149,134,97,37,-37,135,98
MIA,val,NCI-H2170,50-149,134,86,48,-48,135,87
MIA,train,NCI-H716,50-149,134,101,33,-33,135,102
MIA,train,NCI-H2170,50-149,135,134,1,-1,136,135
MIA,train,NCI-H2170,50-149,135,100,35,-35,136,101
MIA,train,NCI-H2170,50-149,135,85,50,-50,136,86
MIA,test,NCI-H2170,50-149,135,89,46,-46,136,90
MIA,train,NCI-H716,50-149,135,96,39,-39,136,97
MIA,train,NCI-H716,50-149,135,118,17,-17,136,119
MIA,train,NCI-H2170,50-149,136,134,2,-2,137,135
MIA,train,NCI-H2170,50-149,136,56,80,-80,137,57
MIA,train,NCI-H2170,50-149,137,71,66,-66,138,72
MIA,train,NCI-H716,50-149,137,82,55,-55,138,83
MIA,train,NCI-H2170,50-149,138,147,9,9,139,148
MIA,test,NCI-H2170,50-149,138,137,1,-1,139,138
MIA,train,NCI-H2170,50-149,138,81,57,-57,139,82
MIA,train,NCI-H2170,50-149,138,88,50,-50,139,89
MIA,train,NCI-H2170,50-149,139,135,4,-4,140,136
MIA,val,NCI-H2170,50-149,139,104,35,-35,140,105
MIA,test,NCI-H2170,50-149,139,105,34,-34,140,106
MIA,train,NCI-H2170,50-149,139,117,22,-22,140,118
MIA,test,NCI-H716,50-149,139,64,75,-75,140,65
MIA,test,SNU16,50-149,140,96,44,-44,141,97
MIA,train,NCI-H2170,50-149,141,128,13,-13,142,129
MIA,val,NCI-H2170,50-149,141,146,5,5,142,147
MIA,val,NCI-H2170,50-149,141,135,6,-6,142,136
MIA,train,NCI-H2170,50-149,141,127,14,-14,142,128
MIA,train,SNU16,50-149,141,113,28,-28,142,114
MIA,train,SNU16,50-149,141,99,42,-42,142,100
MIA,train,NCI-H2170,50-149,142,145,3,3,143,146
MIA,test,NCI-H2170,50-149,142,117,25,-25,143,118
MIA,train,NCI-H2170,50-149,142,157,15,15,143,158
MIA,train,NCI-H2170,50-149,142,77,65,-65,143,78
MIA,train,NCI-H2170,50-149,142,140,2,-2,143,141
MIA,train,NCI-H2170,50-149,142,116,26,-26,143,117
MIA,train,SNU16,50-149,142,70,72,-72,143,71
MIA,val,COLO320DM,50-149,143,133,10,-10,144,134
MIA,train,NCI-H2170,50-149,143,142,1,-1,144,143
MIA,train,NCI-H2170,50-149,143,31,112,-112,144,32
MIA,val,NCI-H2170,50-149,143,137,6,-6,144,138
MIA,train,NCI-H2170,50-149,143,106,37,-37,144,107
MIA,train,NCI-H2170,50-149,143,109,34,-34,144,110
MIA,train,COLO320DM,50-149,144,143,1,-1,145,144
MIA,val,NCI-H716,50-149,144,63,81,-81,145,64
MIA,train,NCI-H716,50-149,144,44,100,-100,145,45
MIA,train,SNU16,50-149,144,86,58,-58,145,87
MIA,train,SNU16,50-149,144,56,88,-88,145,57
MIA,train,NCI-H2170,50-149,145,145,0,0,146,146
MIA,val,NCI-H2170,50-149,145,115,30,-30,146,116
MIA,train,NCI-H2170,50-149,145,107,38,-38,146,108
MIA,train,NCI-H2170,50-149,146,156,10,10,147,157
MIA,train,NCI-H2170,50-149,146,140,6,-6,147,141
MIA,train,NCI-H2170,50-149,146,104,42,-42,147,105
MIA,train,NCI-H2170,50-149,147,129,18,-18,148,130
MIA,train,NCI-H2170,50-149,147,123,24,-24,148,124
MIA,val,NCI-H2170,50-149,147,183,36,36,148,184
MIA,train,NCI-H2170,50-149,147,123,24,-24,148,124
MIA,val,NCI-H2170,50-149,147,49,98,-98,148,50
MIA,test,NCI-H2170,50-149,148,146,2,-2,149,147
MIA,val,NCI-H2170,50-149,148,146,2,-2,149,147
MIA,train,NCI-H2170,50-149,148,146,2,-2,149,147
MIA,val,NCI-H2170,50-149,148,56,92,-92,149,57
MIA,val,NCI-H716,50-149,148,108,40,-40,149,109
MIA,train,SNU16,50-149,148,54,94,-94,149,55
MIA,train,NCI-H2170,50-149,149,146,3,-3,150,147
MIA,train,NCI-H2170,50-149,149,110,39,-39,150,111
MIA,train,NCI-H2170,150-299,150,123,27,-27,151,124
MIA,train,NCI-H2170,150-299,150,143,7,-7,151,144
MIA,train,NCI-H2170,150-299,150,150,0,0,151,151
MIA,val,NCI-H2170,150-299,150,108,42,-42,151,109
MIA,train,NCI-H2170,150-299,150,110,40,-40,151,111
MIA,test,NCI-H716,150-299,150,80,70,-70,151,81
MIA,test,SNU16,150-299,150,72,78,-78,151,73
MIA,val,NCI-H2170,150-299,151,157,6,6,152,158
MIA,train,NCI-H2170,150-299,151,62,89,-89,152,63
MIA,test,NCI-H2170,150-299,151,73,78,-78,152,74
MIA,train,SNU16,150-299,151,143,8,-8,152,144
MIA,train,NCI-H2170,150-299,152,135,17,-17,153,136
MIA,train,NCI-H2170,150-299,152,95,57,-57,153,96
MIA,val,NCI-H2170,150-299,152,138,14,-14,153,139
MIA,train,NCI-H2170,150-299,152,163,11,11,153,164
MIA,val,NCI-H2170,150-299,152,113,39,-39,153,114
MIA,train,NCI-H2170,150-299,152,72,80,-80,153,73
MIA,val,NCI-H716,150-299,152,108,44,-44,153,109
MIA,train,NCI-H2170,150-299,153,152,1,-1,154,153
MIA,train,NCI-H2170,150-299,153,165,12,12,154,166
MIA,val,NCI-H2170,150-299,153,142,11,-11,154,143
MIA,train,NCI-H2170,150-299,153,154,1,1,154,155
MIA,train,NCI-H2170,150-299,153,186,33,33,154,187
MIA,train,NCI-H2170,150-299,154,158,4,4,155,159
MIA,train,NCI-H2170,150-299,155,131,24,-24,156,132
MIA,train,NCI-H2170,150-299,156,104,52,-52,157,105
MIA,val,NCI-H2170,150-299,156,145,11,-11,157,146
MIA,val,NCI-H2170,150-299,157,166,9,9,158,167
MIA,val,NCI-H2170,150-299,157,154,3,-3,158,155
MIA,train,NCI-H2170,150-299,157,155,2,-2,158,156
MIA,train,NCI-H2170,150-299,157,97,60,-60,158,98
MIA,train,SNU16,150-299,157,125,32,-32,158,126
MIA,val,NCI-H2170,150-299,158,152,6,-6,159,153
MIA,val,NCI-H2170,150-299,158,174,16,16,159,175
MIA,test,SNU16,150-299,158,90,68,-68,159,91
MIA,val,NCI-H2170,150-299,159,165,6,6,160,166
MIA,test,NCI-H2170,150-299,159,160,1,1,160,161
MIA,train,NCI-H2170,150-299,159,157,2,-2,160,158
MIA,train,NCI-H2170,150-299,160,145,15,-15,161,146
MIA,val,NCI-H2170,150-299,160,199,39,39,161,200
MIA,val,NCI-H2170,150-299,160,147,13,-13,161,148
MIA,train,NCI-H2170,150-299,160,140,20,-20,161,141
MIA,train,NCI-H2170,150-299,161,82,79,-79,162,83
MIA,val,SNU16,150-299,161,114,47,-47,162,115
MIA,train,NCI-H2170,150-299,162,162,0,0,163,163
MIA,train,NCI-H2170,150-299,162,140,22,-22,163,141
MIA,train,NCI-H2170,150-299,163,160,3,-3,164,161
MIA,train,NCI-H2170,150-299,163,99,64,-64,164,100
MIA,train,NCI-H2170,150-299,163,98,65,-65,164,99
MIA,test,NCI-H716,150-299,163,55,108,-108,164,56
MIA,train,NCI-H716,150-299,163,154,9,-9,164,155
MIA,test,NCI-H2170,150-299,164,155,9,-9,165,156
MIA,train,NCI-H2170,150-299,164,132,32,-32,165,133
MIA,train,NCI-H2170,150-299,165,109,56,-56,166,110
MIA,train,NCI-H2170,150-299,165,79,86,-86,166,80
MIA,train,NCI-H2170,150-299,166,97,69,-69,167,98
MIA,train,NCI-H2170,150-299,166,94,72,-72,167,95
MIA,val,NCI-H716,150-299,166,122,44,-44,167,123
MIA,val,NCI-H716,150-299,166,143,23,-23,167,144
MIA,test,NCI-H716,150-299,166,124,42,-42,167,125
MIA,test,SNU16,150-299,166,64,102,-102,167,65
MIA,train,NCI-H2170,150-299,167,154,13,-13,168,155
MIA,train,NCI-H2170,150-299,167,183,16,16,168,184
MIA,train,NCI-H2170,150-299,168,151,17,-17,169,152
MIA,val,NCI-H2170,150-299,168,136,32,-32,169,137
MIA,train,NCI-H2170,150-299,168,123,45,-45,169,124
MIA,train,NCI-H2170,150-299,168,128,40,-40,169,129
MIA,test,NCI-H2170,150-299,169,227,58,58,170,228
MIA,val,NCI-H716,150-299,169,85,84,-84,170,86
MIA,train,NCI-H2170,150-299,170,161,9,-9,171,162
MIA,train,NCI-H2170,150-299,170,103,67,-67,171,104
MIA,test,NCI-H2170,150-299,170,152,18,-18,171,153
MIA,train,SNU16,150-299,170,78,92,-92,171,79
MIA,test,NCI-H716,150-299,171,108,63,-63,172,109
MIA,train,NCI-H2170,150-299,172,193,21,21,173,194
MIA,train,NCI-H716,150-299,172,104,68,-68,173,105
MIA,train,NCI-H716,150-299,172,169,3,-3,173,170
MIA,train,SNU16,150-299,172,29,143,-143,173,30
MIA,train,NCI-H2170,150-299,173,150,23,-23,174,151
MIA,val,NCI-H2170,150-299,173,118,55,-55,174,119
MIA,test,NCI-H2170,150-299,174,173,1,-1,175,174
MIA,train,NCI-H2170,150-299,174,114,60,-60,175,115
MIA,test,NCI-H2170,150-299,174,156,18,-18,175,157
MIA,val,SNU16,150-299,174,76,98,-98,175,77
MIA,test,NCI-H2170,150-299,175,174,1,-1,176,175
MIA,train,NCI-H2170,150-299,175,206,31,31,176,207
MIA,test,NCI-H2170,150-299,175,111,64,-64,176,112
MIA,train,NCI-H2170,150-299,176,83,93,-93,177,84
MIA,train,NCI-H716,150-299,176,103,73,-73,177,104
MIA,train,NCI-H2170,150-299,177,126,51,-51,178,127
MIA,train,NCI-H2170,150-299,177,111,66,-66,178,112
MIA,val,NCI-H2170,150-299,177,65,112,-112,178,66
MIA,train,NCI-H2170,150-299,177,116,61,-61,178,117
MIA,train,NCI-H716,150-299,177,98,79,-79,178,99
MIA,test,SNU16,150-299,177,30,147,-147,178,31
MIA,train,NCI-H2170,150-299,178,223,45,45,179,224
MIA,test,NCI-H2170,150-299,178,170,8,-8,179,171
MIA,train,NCI-H716,150-299,178,63,115,-115,179,64
MIA,train,SNU16,150-299,178,84,94,-94,179,85
MIA,train,NCI-H2170,150-299,179,191,12,12,180,192
MIA,test,NCI-H2170,150-299,179,158,21,-21,180,159
MIA,train,NCI-H2170,150-299,179,87,92,-92,180,88
MIA,train,NCI-H2170,150-299,179,144,35,-35,180,145
MIA,train,NCI-H716,150-299,179,87,92,-92,180,88
MIA,train,NCI-H716,150-299,179,104,75,-75,180,105
MIA,train,NCI-H2170,150-299,180,159,21,-21,181,160
MIA,test,NCI-H2170,150-299,180,154,26,-26,181,155
MIA,train,NCI-H2170,150-299,180,93,87,-87,181,94
MIA,train,NCI-H2170,150-299,180,128,52,-52,181,129
MIA,val,NCI-H2170,150-299,181,195,14,14,182,196
MIA,train,NCI-H2170,150-299,181,185,4,4,182,186
MIA,train,NCI-H2170,150-299,181,180,1,-1,182,181
MIA,train,NCI-H2170,150-299,181,178,3,-3,182,179
MIA,train,NCI-H2170,150-299,181,164,17,-17,182,165
MIA,train,NCI-H2170,150-299,181,158,23,-23,182,159
MIA,train,NCI-H716,150-299,181,121,60,-60,182,122
MIA,train,SNU16,150-299,181,83,98,-98,182,84
MIA,test,NCI-H2170,150-299,182,165,17,-17,183,166
MIA,test,NCI-H2170,150-299,182,232,50,50,183,233
MIA,train,NCI-H2170,150-299,182,105,77,-77,183,106
MIA,train,NCI-H716,150-299,182,127,55,-55,183,128
MIA,val,NCI-H2170,150-299,183,137,46,-46,184,138
MIA,train,NCI-H2170,150-299,183,117,66,-66,184,118
MIA,test,SNU16,150-299,183,56,127,-127,184,57
MIA,train,NCI-H2170,150-299,184,182,2,-2,185,183
MIA,test,NCI-H2170,150-299,184,183,1,-1,185,184
MIA,train,NCI-H2170,150-299,184,161,23,-23,185,162
MIA,test,NCI-H2170,150-299,184,184,0,0,185,185
MIA,train,NCI-H2170,150-299,184,75,109,-109,185,76
MIA,train,NCI-H2170,150-299,185,108,77,-77,186,109
MIA,train,NCI-H2170,150-299,185,143,42,-42,186,144
MIA,test,NCI-H716,150-299,185,109,76,-76,186,110
MIA,train,NCI-H2170,150-299,186,173,13,-13,187,174
MIA,train,NCI-H2170,150-299,186,201,15,15,187,202
MIA,test,NCI-H2170,150-299,186,178,8,-8,187,179
MIA,train,NCI-H2170,150-299,186,225,39,39,187,226
MIA,train,NCI-H2170,150-299,187,220,33,33,188,221
MIA,test,NCI-H2170,150-299,187,142,45,-45,188,143
MIA,val,NCI-H2170,150-299,188,188,0,0,189,189
MIA,train,NCI-H2170,150-299,188,138,50,-50,189,139
MIA,train,NCI-H2170,150-299,189,155,34,-34,190,156
MIA,test,NCI-H2170,150-299,189,126,63,-63,190,127
MIA,val,SNU16,150-299,189,42,147,-147,190,43
MIA,train,NCI-H2170,150-299,190,165,25,-25,191,166
MIA,train,NCI-H2170,150-299,190,186,4,-4,191,187
MIA,train,SNU16,150-299,190,131,59,-59,191,132
MIA,train,NCI-H2170,150-299,191,205,14,14,192,206
MIA,train,NCI-H2170,150-299,191,113,78,-78,192,114
MIA,val,NCI-H2170,150-299,191,182,9,-9,192,183
MIA,test,NCI-H2170,150-299,191,128,63,-63,192,129
MIA,train,NCI-H2170,150-299,191,201,10,10,192,202
MIA,train,NCI-H716,150-299,191,84,107,-107,192,85
MIA,test,SNU16,150-299,191,168,23,-23,192,169
MIA,test,NCI-H2170,150-299,192,194,2,2,193,195
MIA,val,NCI-H2170,150-299,192,105,87,-87,193,106
MIA,val,NCI-H2170,150-299,192,134,58,-58,193,135
MIA,train,NCI-H2170,150-299,193,101,92,-92,194,102
MIA,test,NCI-H2170,150-299,193,128,65,-65,194,129
MIA,test,SNU16,150-299,193,120,73,-73,194,121
MIA,train,NCI-H2170,150-299,194,203,9,9,195,204
MIA,train,NCI-H2170,150-299,194,122,72,-72,195,123
MIA,train,NCI-H716,150-299,194,165,29,-29,195,166
MIA,val,NCI-H2170,150-299,195,98,97,-97,196,99
MIA,train,NCI-H716,150-299,195,136,59,-59,196,137
MIA,train,NCI-H2170,150-299,196,117,79,-79,197,118
MIA,val,NCI-H2170,150-299,196,192,4,-4,197,193
MIA,train,NCI-H2170,150-299,197,196,1,-1,198,197
MIA,train,NCI-H2170,150-299,197,197,0,0,198,198
MIA,train,NCI-H2170,150-299,197,109,88,-88,198,110
MIA,train,NCI-H2170,150-299,199,185,14,-14,200,186
MIA,train,NCI-H2170,150-299,199,159,40,-40,200,160
MIA,train,NCI-H2170,150-299,200,171,29,-29,201,172
MIA,train,NCI-H2170,150-299,201,233,32,32,202,234
MIA,val,NCI-H2170,150-299,201,122,79,-79,202,123
MIA,val,NCI-H2170,150-299,201,92,109,-109,202,93
MIA,train,NCI-H2170,150-299,201,127,74,-74,202,128
MIA,test,NCI-H2170,150-299,202,188,14,-14,203,189
MIA,train,NCI-H2170,150-299,202,114,88,-88,203,115
MIA,val,NCI-H716,150-299,202,82,120,-120,203,83
MIA,val,NCI-H2170,150-299,203,192,11,-11,204,193
MIA,train,NCI-H2170,150-299,203,193,10,-10,204,194
MIA,train,SNU16,150-299,203,114,89,-89,204,115
MIA,train,NCI-H2170,150-299,204,209,5,5,205,210
MIA,train,NCI-H2170,150-299,205,222,17,17,206,223
MIA,train,NCI-H2170,150-299,205,207,2,2,206,208
MIA,train,NCI-H2170,150-299,206,158,48,-48,207,159
MIA,train,SNU16,150-299,206,92,114,-114,207,93
MIA,train,NCI-H2170,150-299,207,201,6,-6,208,202
MIA,train,NCI-H2170,150-299,207,197,10,-10,208,198
MIA,train,NCI-H2170,150-299,207,186,21,-21,208,187
MIA,val,NCI-H716,150-299,207,167,40,-40,208,168
MIA,train,SNU16,150-299,207,186,21,-21,208,187
MIA,train,NCI-H2170,150-299,209,201,8,-8,210,202
MIA,train,NCI-H2170,150-299,209,187,22,-22,210,188
MIA,train,NCI-H2170,150-299,209,201,8,-8,210,202
MIA,train,SNU16,150-299,209,118,91,-91,210,119
MIA,train,NCI-H2170,150-299,210,199,11,-11,211,200
MIA,val,NCI-H2170,150-299,210,202,8,-8,211,203
MIA,train,NCI-H2170,150-299,210,156,54,-54,211,157
MIA,train,NCI-H2170,150-299,210,153,57,-57,211,154
MIA,test,NCI-H716,150-299,210,71,139,-139,211,72
MIA,train,NCI-H716,150-299,210,126,84,-84,211,127
MIA,train,NCI-H2170,150-299,211,187,24,-24,212,188
MIA,train,NCI-H2170,150-299,211,103,108,-108,212,104
MIA,train,NCI-H2170,150-299,211,87,124,-124,212,88
MIA,train,NCI-H2170,150-299,211,179,32,-32,212,180
MIA,val,NCI-H2170,150-299,211,156,55,-55,212,157
MIA,train,NCI-H716,150-299,211,103,108,-108,212,104
MIA,train,NCI-H716,150-299,211,159,52,-52,212,160
MIA,val,NCI-H2170,150-299,212,194,18,-18,213,195
MIA,train,NCI-H2170,150-299,212,192,20,-20,213,193
MIA,train,NCI-H2170,150-299,212,139,73,-73,213,140
MIA,train,SNU16,150-299,212,113,99,-99,213,114
MIA,train,NCI-H2170,150-299,213,210,3,-3,214,211
MIA,train,NCI-H2170,150-299,213,37,176,-176,214,38
MIA,val,NCI-H2170,150-299,213,215,2,2,214,216
MIA,train,NCI-H716,150-299,213,159,54,-54,214,160
MIA,test,SNU16,150-299,213,47,166,-166,214,48
MIA,train,NCI-H2170,150-299,214,210,4,-4,215,211
MIA,val,NCI-H2170,150-299,214,202,12,-12,215,203
MIA,val,NCI-H716,150-299,214,125,89,-89,215,126
MIA,train,SNU16,150-299,214,105,109,-109,215,106
MIA,train,NCI-H2170,150-299,215,186,29,-29,216,187
MIA,train,NCI-H2170,150-299,216,114,102,-102,217,115
MIA,test,NCI-H2170,150-299,217,214,3,-3,218,215
MIA,train,NCI-H2170,150-299,217,189,28,-28,218,190
MIA,train,NCI-H2170,150-299,219,227,8,8,220,228
MIA,train,NCI-H2170,150-299,220,203,17,-17,221,204
MIA,train,NCI-H2170,150-299,220,219,1,-1,221,220
MIA,val,NCI-H2170,150-299,220,223,3,3,221,224
MIA,train,NCI-H2170,150-299,221,210,11,-11,222,211
MIA,val,SNU16,150-299,221,73,148,-148,222,74
MIA,train,SNU16,150-299,222,158,64,-64,223,159
MIA,val,SNU16,150-299,222,111,111,-111,223,112
MIA,val,NCI-H2170,150-299,223,231,8,8,224,232
MIA,test,NCI-H2170,150-299,223,192,31,-31,224,193
MIA,train,NCI-H2170,150-299,223,168,55,-55,224,169
MIA,train,NCI-H2170,150-299,223,184,39,-39,224,185
MIA,test,NCI-H2170,150-299,223,158,65,-65,224,159
MIA,train,NCI-H716,150-299,223,156,67,-67,224,157
MIA,train,SNU16,150-299,223,135,88,-88,224,136
MIA,train,NCI-H2170,150-299,224,198,26,-26,225,199
MIA,train,SNU16,150-299,224,68,156,-156,225,69
MIA,test,NCI-H2170,150-299,225,143,82,-82,226,144
MIA,train,SNU16,150-299,225,104,121,-121,226,105
MIA,train,SNU16,150-299,225,57,168,-168,226,58
MIA,train,NCI-H2170,150-299,226,178,48,-48,227,179
MIA,train,NCI-H2170,150-299,226,215,11,-11,227,216
MIA,train,NCI-H2170,150-299,226,232,6,6,227,233
MIA,train,NCI-H2170,150-299,226,246,20,20,227,247
MIA,train,NCI-H2170,150-299,226,139,87,-87,227,140
MIA,train,SNU16,150-299,227,116,111,-111,228,117
MIA,val,NCI-H2170,150-299,228,213,15,-15,229,214
